pastry,salty snack,whole milk
semi-finished bread,sausage,whole milk,yogurt
margarine,frankfurter
hard cheese,male cosmetics
beef,whole milk
butter,bottled water,roll products,coffee,rum
soft cheese,specialty bar,citrus fruit,chicken,butter,rolls/buns
soda,cream cheese,shopping bags
pork,newspapers,tropical fruit
beverages,sliced cheese,other vegetables,napkins
domestic eggs,turkey
tropical fruit,soda
soda,shopping bags,whole milk
whole milk,curd,pet care
long life bakery product,canned beer,specialty vegetables
tropical fruit,whole milk
seasonal products,hamburger meat
hamburger meat,whole milk
UHT-milk,spices,tropical fruit,butter milk,citrus fruit,frankfurter
fruit/vegetable juice,butter,rolls/buns
frankfurter,other vegetables
UHT-milk,bottled water,pastry
brown bread,domestic eggs
brown bread,coffee
brandy,whole milk,bottled water,whole milk
sausage,other vegetables
ice cream,grapes,sweet spreads,tropical fruit
cat food,beverages
root vegetables,root vegetables
soda,domestic eggs
pip fruit,beef
pip fruit,domestic eggs
candy,soda
butter,root vegetables
soda,whole milk
sparkling wine,detergent,liquor
root vegetables,bottled water
other vegetables,salt,frankfurter,root vegetables,pastry,misc. beverages,chicken,meat,bottled beer
frozen vegetables,napkins
whole milk,dog food
seasonal products,pickled vegetables
other vegetables,citrus fruit
whole milk,pastry,tropical fruit,brown bread
dishes,newspapers,root vegetables
yogurt,pastry
pastry,margarine
pasta,bottled beer
soda,other vegetables
UHT-milk,canned beer,grapes,brown bread
cream cheese,whole milk
grapes,curd
canned beer,hard cheese
vinegar,photo/film
onions,citrus fruit
candy,canned beer,ice cream
pet care,dish cleaner,brown bread,pastry
salty snack,canned fish,salty snack
bottled water,salty snack
rum,sausage
sausage,rolls/buns,beverages,pasta,pip fruit,tropical fruit,brown bread
newspapers,margarine,root vegetables
whipped/sour cream,waffles
oil,tropical fruit
napkins,canned vegetables
other vegetables,whole milk
specialty bar,whipped/sour cream
candy,bottled beer,pastry,rolls/buns,frozen potato products,whole milk
whole milk,whole milk
coffee,bottled water
shopping bags,other vegetables
pip fruit,whole milk,frozen meals,rolls/buns
beverages,other vegetables
soda,sausage
newspapers,white wine,dog food
rolls/buns,processed cheese
shopping bags,chicken,newspapers,rolls/buns,domestic eggs,yogurt
rolls/buns,fruit/vegetable juice,canned beer,tropical fruit
pastry,misc. beverages,flour
chocolate,butter
yogurt,condensed milk
other vegetables,dessert
frankfurter,ice cream,coffee,specialty cheese
dishes,tropical fruit
frankfurter,citrus fruit,whole milk
chocolate,root vegetables,domestic eggs
onions,citrus fruit
citrus fruit,UHT-milk
sausage,frozen vegetables,onions,canned beer
yogurt,butter
root vegetables,pet care
fruit/vegetable juice,beef
root vegetables,rolls/buns
soda,rolls/buns,other vegetables,vinegar
dessert,frozen meals
pastry,bottled water,domestic eggs
whole milk,berries
berries,candy
cream cheese,yogurt
rolls/buns,curd
bottled water,tropical fruit,shopping bags
pastry,fruit/vegetable juice
other vegetables,whole milk
bottled water,other vegetables
whole milk,cream cheese
yogurt,baking powder,cream cheese,frankfurter
whole milk,coffee
other vegetables,salty snack
canned beer,rolls/buns
newspapers,pip fruit
butter,brown bread,coffee,margarine,sugar,soda,frankfurter,frankfurter,bottled beer
bottled water,frankfurter
whipped/sour cream,beverages
yogurt,tropical fruit
tropical fruit,tropical fruit,mayonnaise
whipped/sour cream,oil
bottled beer,bottled water
salt,yogurt,male cosmetics,sugar
sausage,tropical fruit
newspapers,whole milk
coffee,domestic eggs
tropical fruit,frozen meals,frankfurter,soda
bottled beer,other vegetables
shopping bags,domestic eggs
tropical fruit,red/blush wine
candles,cream cheese
soda,sliced cheese
popcorn,whole milk
yogurt,hard cheese
UHT-milk,pork
margarine,bottled water,sausage,whole milk
dessert,bottled water
frankfurter,soups
whole milk,whole milk
canned beer,whipped/sour cream
rolls/buns,berries
hamburger meat,cling film/bags,soda
other vegetables,fruit/vegetable juice
yogurt,canned beer
frozen meals,bottled water
citrus fruit,brown bread,beef,long life bakery product,whipped/sour cream,specialty cheese,frozen vegetables,pasta
frankfurter,pastry,salt
butter milk,frozen vegetables
coffee,fish,pot plants
onions,cat food
herbs,packaged fruit/vegetables
whipped/sour cream,meat,soda,other vegetables
napkins,soda
root vegetables,red/blush wine
potato products,butter
yogurt,yogurt
bottled beer,whole milk
whole milk,beef
pork,pip fruit
soda,flower (seeds)
chocolate,bottled water
oil,soda,berries
hamburger meat,pastry,pet care
domestic eggs,rolls/buns
tropical fruit,frozen dessert
long life bakery product,cream cheese,pastry
soda,oil,yogurt,chewing gum
frozen meals,whipped/sour cream
brandy,other vegetables
fruit/vegetable juice,whole milk
margarine,pastry
pip fruit,margarine,specialty cheese
pork,pickled vegetables
bottled beer,ice cream,citrus fruit
whole milk,chocolate marshmallow
frozen meals,rolls/buns
ham,citrus fruit
brown bread,chicken,soda
soda,sausage
berries,coffee
bottled water,oil
condensed milk,tropical fruit
candy,yogurt,bottled beer,sausage
pip fruit,pip fruit,whole milk,fruit/vegetable juice
pork,other vegetables
citrus fruit,soda
other vegetables,yogurt
grapes,rolls/buns
bottled water,sparkling wine
beef,yogurt
other vegetables,sausage
whole milk,waffles,chocolate
sugar,candy
rolls/buns,root vegetables
chicken,pastry
whipped/sour cream,newspapers
tropical fruit,other vegetables
cat food,bottled water,other vegetables
pork,processed cheese
tropical fruit,fruit/vegetable juice
sausage,curd
pork,brown bread
shopping bags,soda,whole milk
soda,bottled water
whole milk,pastry
liquor (appetizer),beef,frozen vegetables
hard cheese,salty snack,newspapers,instant coffee
butter,beef,whole milk,cream cheese
whole milk,bottled beer
UHT-milk,hard cheese
napkins,canned vegetables
long life bakery product,pip fruit
seasonal products,white bread
canned beer,whole milk,curd
bottled water,whisky
soda,yogurt,brown bread
chocolate,rolls/buns
pip fruit,root vegetables,white wine,shopping bags
margarine,other vegetables
other vegetables,butter milk
soda,margarine
chewing gum,instant coffee
frozen vegetables,citrus fruit,frankfurter,yogurt
bottled beer,whole milk
root vegetables,onions
other vegetables,sausage
yogurt,yogurt
yogurt,potato products
sugar,butter,rolls/buns
citrus fruit,whole milk
seasonal products,bottled water
waffles,Instant food products
frozen vegetables,tropical fruit
specialty bar,pork,yogurt,UHT-milk
curd,root vegetables,pip fruit,hard cheese,mayonnaise,liver loaf,root vegetables,rolls/buns,chocolate
yogurt,frozen vegetables
onions,soda
pet care,canned beer,tropical fruit
beef,pasta
specialty bar,pork
pork,sweet spreads
yogurt,curd
other vegetables,onions
soda,onions
whole milk,chewing gum,coffee
sausage,bottled water
organic products,whole milk
berries,newspapers
tropical fruit,popcorn
soda,chocolate
salty snack,brown bread,canned vegetables
waffles,brown bread
soda,canned beer
cream cheese,soda
tropical fruit,domestic eggs
whole milk,citrus fruit
hard cheese,newspapers
other vegetables,butter milk,long life bakery product
bathroom cleaner,whole milk
hamburger meat,sugar
salty snack,softener
shopping bags,tropical fruit
pip fruit,berries
beef,other vegetables
margarine,soda,rolls/buns
napkins,pork
waffles,other vegetables,other vegetables
whipped/sour cream,flour
soda,whole milk,bottled water
butter,fruit/vegetable juice
whisky,chicken
shopping bags,soda
domestic eggs,chewing gum
pastry,bottled beer,hygiene articles
whole milk,onions
soda,chocolate
yogurt,soda
cream cheese,whole milk
pip fruit,soda
candles,whole milk
condensed milk,salty snack
salad dressing,frozen vegetables
soda,chocolate
domestic eggs,rolls/buns
newspapers,whole milk
sausage,pip fruit,bottled water
dishes,grapes,chocolate marshmallow
canned beer,beef
beverages,candy,newspapers,meat
fish,meat
pot plants,brown bread,newspapers
whole milk,fruit/vegetable juice,pickled vegetables,misc. beverages,sliced cheese,whole milk,rolls/buns,ham
tropical fruit,pot plants,shopping bags,sugar
rolls/buns,female sanitary products
ham,white bread
margarine,rolls/buns
butter milk,beverages
specialty chocolate,butter
margarine,shopping bags
whole milk,white bread
bottled beer,dishes
shopping bags,soda
margarine,root vegetables
whipped/sour cream,cream cheese
dog food,whole milk
pot plants,curd,tropical fruit,soft cheese,soft cheese,cat food
curd cheese,pip fruit
whole milk,ice cream
cream cheese,UHT-milk
pork,sugar
spices,tropical fruit
whole milk,bottled beer
fruit/vegetable juice,rolls/buns,semi-finished bread
other vegetables,coffee,bottled water,misc. beverages
brown bread,whole milk,pasta,rolls/buns,curd,butter milk
bottled beer,bottled beer
root vegetables,oil
other vegetables,soda
chicken,coffee
pastry,soda
citrus fruit,yogurt
root vegetables,other vegetables
red/blush wine,tropical fruit
canned fish,cream cheese
bottled water,brown bread
whipped/sour cream,soda,rolls/buns,sauces
sausage,waffles,other vegetables
soda,citrus fruit
pork,specialty chocolate
tropical fruit,mayonnaise,liquor
newspapers,whole milk
domestic eggs,grapes
butter,fruit/vegetable juice
rolls/buns,bottled beer,waffles
long life bakery product,citrus fruit
tropical fruit,pickled vegetables,bottled beer
meat,rum
whole milk,citrus fruit
salty snack,detergent
fish,root vegetables
frozen potato products,fruit/vegetable juice,sugar,sauces,bottled beer,citrus fruit
ham,canned beer
rolls/buns,rolls/buns
ice cream,beef
meat,frankfurter,pip fruit,roll products
butter,citrus fruit
sausage,curd
whole milk,hamburger meat,margarine,bottled beer,soft cheese,long life bakery product
yogurt,berries
sugar,citrus fruit,specialty chocolate
other vegetables,pastry
long life bakery product,chicken
bottled water,brown bread,domestic eggs
other vegetables,frozen vegetables
rolls/buns,cereals
rolls/buns,soft cheese
pastry,frozen fish
male cosmetics,soda
turkey,whipped/sour cream,butter
shopping bags,chicken
sliced cheese,other vegetables
butter,bottled water,pip fruit
rolls/buns,hard cheese
frankfurter,whipped/sour cream,pastry,long life bakery product
whole milk,brown bread
frozen meals,onions
salty snack,yogurt
soups,coffee
domestic eggs,female sanitary products
beef,salt
chicken,root vegetables
male cosmetics,beef
beef,sausage,salty snack
female sanitary products,frankfurter
dessert,cream cheese,coffee,whole milk
waffles,butter,other vegetables
other vegetables,butter
soda,bottled water
frankfurter,UHT-milk
pastry,roll products,male cosmetics
vinegar,other vegetables
domestic eggs,frozen dessert,frankfurter
whipped/sour cream,yogurt
shopping bags,whole milk
soda,onions
rolls/buns,other vegetables,rolls/buns,frankfurter,soda
curd,pork
misc. beverages,ham
popcorn,beef,butter,pork,margarine
yogurt,oil,bottled beer
ham,beverages,margarine
rolls/buns,flour
other vegetables,citrus fruit
other vegetables,cream cheese
napkins,canned beer,other vegetables,ham,chicken
tropical fruit,whipped/sour cream,soda
bottled water,whole milk
soda,sausage
sausage,canned beer
other vegetables,domestic eggs,other vegetables,brown bread,sugar,citrus fruit,whole milk,frankfurter,zwieback
whipped/sour cream,soda
beverages,newspapers
domestic eggs,specialty bar
sugar,whole milk
dessert,whole milk
rolls/buns,dishes,hamburger meat,pip fruit
salty snack,fruit/vegetable juice
rolls/buns,bottled beer
rolls/buns,tropical fruit,root vegetables
napkins,citrus fruit,bottled water
dessert,red/blush wine
root vegetables,beef
yogurt,butter milk,pip fruit,whole milk
misc. beverages,specialty cheese
margarine,rolls/buns,seasonal products
soda,frankfurter
whole milk,bottled beer
dessert,beef
pip fruit,cling film/bags
onions,waffles
pastry,specialty bar
root vegetables,chocolate,candy
sliced cheese,pastry,liquor (appetizer)
cream cheese,root vegetables
beef,yogurt,whole milk,specialty chocolate,bottled beer
hamburger meat,soda
citrus fruit,whole milk
beef,whole milk,frozen vegetables,soda
shopping bags,hygiene articles
UHT-milk,dessert,napkins,soda
other vegetables,pip fruit
canned beer,salty snack,red/blush wine
canned beer,sliced cheese
misc. beverages,margarine
other vegetables,shopping bags
canned fish,tropical fruit
yogurt,candy,whole milk,curd
flour,whole milk
beef,sliced cheese
bottled water,other vegetables,tropical fruit,soda
meat,house keeping products
onions,long life bakery product
cream,chicken
rolls/buns,coffee
citrus fruit,rolls/buns
sugar,citrus fruit,chicken
berries,onions,grapes
soft cheese,white bread,fruit/vegetable juice,pork
other vegetables,citrus fruit
ice cream,whole milk
butter milk,specialty chocolate
domestic eggs,frozen meals,chocolate,rolls/buns,hygiene articles,sausage,bottled water,curd
coffee,sauces
pork,curd
rolls/buns,tropical fruit
frankfurter,root vegetables
newspapers,turkey,white wine
frozen meals,tidbits
onions,prosecco
other vegetables,bottled beer
chicken,sliced cheese
brown bread,long life bakery product,popcorn
bottled beer,pork,detergent
liquor (appetizer),soda
soda,hamburger meat,tropical fruit
whole milk,citrus fruit,pastry,rolls/buns,whipped/sour cream
canned beer,frozen vegetables
pudding powder,citrus fruit,herbs
rolls/buns,ham
dog food,pastry
pip fruit,rolls/buns
onions,coffee
frankfurter,cream cheese
coffee,root vegetables,hamburger meat,frankfurter,pork,cake bar,soda,curd
photo/film,napkins
root vegetables,whole milk
rolls/buns,other vegetables,bottled beer
cat food,tropical fruit,onions,tidbits
butter,bottled beer,other vegetables
napkins,curd,beef
whole milk,rice,frankfurter,specialty bar,dishes
fruit/vegetable juice,whole milk,whole milk,pork,hamburger meat
sausage,rolls/buns
domestic eggs,whole milk,pork,sweet spreads
butter,pastry
dessert,packaged fruit/vegetables,flour,meat spreads,canned beer,canned beer
whole milk,canned beer,processed cheese
newspapers,other vegetables
soda,butter
pastry,citrus fruit,salt
dessert,hamburger meat,newspapers
curd,other vegetables
butter milk,bottled water
white bread,yogurt
soda,red/blush wine,root vegetables,butter milk
curd,napkins
whole milk,bottled beer
rolls/buns,flower (seeds)
newspapers,hamburger meat
whole milk,white bread
salty snack,frozen vegetables
citrus fruit,cream cheese
tropical fruit,other vegetables
whipped/sour cream,curd
long life bakery product,candy
domestic eggs,tropical fruit,domestic eggs,soda
root vegetables,sausage
brown bread,canned beer
soda,pip fruit
pot plants,candy
brown bread,whole milk
whole milk,frozen dessert,herbs
root vegetables,root vegetables
whipped/sour cream,margarine
beverages,other vegetables
tropical fruit,pastry
bottled beer,soda,sausage,yogurt
yogurt,beef
shopping bags,other vegetables
soda,pork
curd cheese,grapes,chewing gum
cling film/bags,canned vegetables
rolls/buns,pork
sugar,seasonal products
yogurt,dental care
other vegetables,berries,newspapers,butter
pork,whole milk,sausage,coffee
rolls/buns,waffles
hard cheese,bottled water
whole milk,berries
pork,yogurt,brown bread,rolls/buns
sausage,bottled water
whole milk,sliced cheese
hamburger meat,yogurt
other vegetables,canned vegetables,sliced cheese
pork,curd
berries,whole milk
herbs,other vegetables
semi-finished bread,whole milk,mustard
yogurt,hygiene articles
shopping bags,sugar
pastry,fruit/vegetable juice
rolls/buns,pip fruit
pet care,long life bakery product
whipped/sour cream,whipped/sour cream
cream cheese,rolls/buns
root vegetables,chocolate
other vegetables,shopping bags,soda,processed cheese,soda,root vegetables,flower soil/fertilizer,meat
misc. beverages,sausage
soda,bottled water,meat
cooking chocolate,roll products,sausage,soda
processed cheese,instant coffee
flour,chocolate,cream cheese,sausage,tropical fruit,sausage,frankfurter,other vegetables,hard cheese
tropical fruit,berries
seasonal products,butter,bottled beer,pastry
citrus fruit,cake bar
margarine,berries
frankfurter,napkins,soda
whipped/sour cream,bottled water
domestic eggs,dessert
whole milk,bottled water
flour,beef
root vegetables,whisky,specialty chocolate
other vegetables,soft cheese,bottled beer,citrus fruit,whole milk
tropical fruit,other vegetables,domestic eggs
pastry,frozen fish
bottled beer,whole milk
chocolate,yogurt
newspapers,pastry
root vegetables,sausage
beverages,citrus fruit
canned beer,margarine,pickled vegetables,pastry,whipped/sour cream,sausage,pork
pork,whole milk,waffles,whole milk,sugar
red/blush wine,frankfurter,liquor (appetizer)
ketchup,grapes,dish cleaner
frozen vegetables,canned beer
citrus fruit,processed cheese
whole milk,meat
root vegetables,pip fruit
soda,ham
soda,candy,bottled beer
shopping bags,shopping bags
citrus fruit,rolls/buns,brandy,candy
frozen meals,meat,whole milk,fruit/vegetable juice,root vegetables
bottled water,Instant food products
flower (seeds),soups,sliced cheese
coffee,margarine
margarine,chicken
pastry,whole milk,curd
curd,misc. beverages
pip fruit,sausage,cream cheese,whole milk
yogurt,butter,sausage,yogurt
other vegetables,soda,domestic eggs
curd,yogurt
whole milk,fruit/vegetable juice,canned fruit,soda,sausage,whole milk,popcorn
shopping bags,sugar,pastry
citrus fruit,canned beer
frozen vegetables,sausage
pip fruit,chocolate,brown bread
chicken,white bread
butter,brown bread
root vegetables,frozen vegetables,rolls/buns
photo/film,pet care
frozen meals,ham
chicken,shopping bags
napkins,yogurt,rolls/buns,liquor (appetizer)
frozen vegetables,butter
frozen vegetables,rolls/buns,butter,whole milk
tropical fruit,yogurt,candles,meat
meat,frozen potato products
herbs,soda
rolls/buns,grapes
canned fish,finished products
coffee,misc. beverages
beef,rolls/buns
whole milk,citrus fruit
soda,sliced cheese,yogurt
semi-finished bread,softener,citrus fruit,other vegetables
canned beer,fish
turkey,shopping bags
yogurt,canned beer
whole milk,sausage
bottled beer,soda,newspapers
beef,berries
cat food,coffee,fruit/vegetable juice,chocolate
domestic eggs,salt
canned beer,specialty bar,citrus fruit,other vegetables,fruit/vegetable juice
newspapers,rolls/buns
bottled water,tropical fruit
long life bakery product,bottled water
chicken,citrus fruit,hard cheese,soft cheese,other vegetables,margarine
whole milk,waffles
other vegetables,citrus fruit
whole milk,pork
bottled beer,packaged fruit/vegetables
hamburger meat,whole milk
pet care,napkins,cream cheese,citrus fruit,chicken,condensed milk,specialty chocolate,chicken
oil,brown bread,oil,seasonal products
cream cheese,chewing gum,canned beer
canned vegetables,seasonal products,yogurt
bottled beer,domestic eggs
spices,shopping bags,soda
whole milk,chicken,curd,rolls/buns,cereals,bottled water
root vegetables,butter milk
bottled water,rolls/buns
frankfurter,white bread
light bulbs,mustard,napkins,frozen vegetables
whipped/sour cream,newspapers
whole milk,butter
packaged fruit/vegetables,house keeping products
pork,frankfurter
pot plants,dessert
pastry,curd
packaged fruit/vegetables,frankfurter
tropical fruit,cookware,whole milk,oil
cake bar,pip fruit
beef,frozen vegetables
butter,pastry
curd,female sanitary products
pastry,domestic eggs,whipped/sour cream
pasta,hamburger meat
herbs,whole milk
pip fruit,pork
yogurt,soda
seasonal products,butter,ice cream
yogurt,frozen meals
soda,soda
candy,candy,soda
processed cheese,roll products
frankfurter,domestic eggs
soda,frankfurter
chocolate,bottled water
domestic eggs,sausage,soda,mayonnaise
tropical fruit,oil
brown bread,citrus fruit
root vegetables,frankfurter
whole milk,onions
sausage,packaged fruit/vegetables
packaged fruit/vegetables,sausage,misc. beverages
whole milk,waffles
domestic eggs,newspapers
hygiene articles,brandy,other vegetables,tropical fruit
soups,bottled water
tropical fruit,frankfurter
dish cleaner,canned beer,bottled beer
other vegetables,rolls/buns,coffee
tropical fruit,sparkling wine
frankfurter,white bread,whipped/sour cream,chicken,specialty fat,soft cheese
other vegetables,chewing gum
soft cheese,domestic eggs,dish cleaner,bathroom cleaner,whole milk,waffles
brown bread,other vegetables,whipped/sour cream
candy,soft cheese,other vegetables,grapes,yogurt,butter milk
instant coffee,hygiene articles,other vegetables,instant coffee
long life bakery product,whole milk
frozen vegetables,beef
frankfurter,oil,other vegetables
meat,oil
semi-finished bread,brown bread
sliced cheese,hamburger meat
bottled water,sliced cheese
berries,rolls/buns
domestic eggs,tropical fruit
dish cleaner,bottled water,tropical fruit
whole milk,pastry,berries,long life bakery product,seasonal products,coffee,yogurt
specialty bar,whole milk,sausage,soda,misc. beverages
hygiene articles,whole milk
berries,fruit/vegetable juice,soda
root vegetables,yogurt,processed cheese
newspapers,sausage
chicken,coffee
pickled vegetables,root vegetables
soft cheese,coffee
frozen dessert,yogurt
rolls/buns,mayonnaise
white bread,dog food
frankfurter,instant coffee,whole milk,bottled water
other vegetables,yogurt,other vegetables,whole milk,rolls/buns,other vegetables,bottled water,whole milk
root vegetables,whole milk
napkins,whole milk
whole milk,frankfurter
yogurt,salty snack
bottled beer,misc. beverages,waffles
rolls/buns,whole milk
frozen vegetables,zwieback
tropical fruit,whipped/sour cream
rolls/buns,bottled water
whole milk,soda
chewing gum,soft cheese
other vegetables,tropical fruit
sausage,bottled beer
root vegetables,hamburger meat
pork,rolls/buns,pastry
other vegetables,beef
shopping bags,yogurt
curd,chicken
citrus fruit,rolls/buns
shopping bags,pork
pet care,yogurt
whipped/sour cream,whipped/sour cream,fruit/vegetable juice
tropical fruit,yogurt
soda,pork
other vegetables,sugar
red/blush wine,curd
canned beer,soda,shopping bags
hygiene articles,whipped/sour cream
soda,rolls/buns
coffee,shopping bags
long life bakery product,curd,pot plants,soda
processed cheese,salty snack
coffee,bottled water
candles,soda
organic products,tropical fruit
beef,instant coffee
white wine,citrus fruit,margarine
pastry,citrus fruit,white bread
shopping bags,margarine,frozen meals,root vegetables
fruit/vegetable juice,tropical fruit
bottled water,frozen potato products
frankfurter,ice cream
waffles,napkins,pork,frankfurter,frozen fish,rolls/buns,pork
pastry,UHT-milk
canned beer,tropical fruit
canned beer,napkins
whole milk,ham
other vegetables,citrus fruit
UHT-milk,flour
frozen meals,chocolate
yogurt,rolls/buns
UHT-milk,tropical fruit
other vegetables,fruit/vegetable juice
frozen dessert,brown bread,herbs
sliced cheese,whole milk
shopping bags,specialty bar,sausage,coffee,red/blush wine
red/blush wine,berries,shopping bags
UHT-milk,beverages
rolls/buns,chicken
soda,whole milk
whole milk,frankfurter
fruit/vegetable juice,ice cream,brown bread
bottled water,tropical fruit
margarine,chocolate,fruit/vegetable juice,brown bread
whole milk,newspapers,hamburger meat
condensed milk,specialty fat
other vegetables,pip fruit
meat,domestic eggs,packaged fruit/vegetables
canned beer,pip fruit
whole milk,other vegetables
canned fish,grapes
brown bread,ham,roll products
margarine,root vegetables
napkins,candy,other vegetables
sausage,specialty fat
pork,shopping bags
bottled water,cereals
shopping bags,house keeping products,salty snack
chicken,rolls/buns
rolls/buns,long life bakery product,root vegetables
pip fruit,tropical fruit
sugar,bottled beer
whipped/sour cream,whole milk
chewing gum,pip fruit
whole milk,specialty fat
pip fruit,rolls/buns,rolls/buns,rolls/buns
ham,tropical fruit
bottled beer,chocolate,bottled water,citrus fruit,red/blush wine
ice cream,root vegetables
rolls/buns,frankfurter
rolls/buns,mayonnaise
rolls/buns,pastry,nuts/prunes,fruit/vegetable juice
rolls/buns,root vegetables
pip fruit,frankfurter
domestic eggs,other vegetables
brown bread,shopping bags
oil,roll products,domestic eggs
soda,margarine
yogurt,root vegetables
butter,specialty bar,domestic eggs,root vegetables
hard cheese,Instant food products
napkins,citrus fruit
fruit/vegetable juice,root vegetables
beef,newspapers,misc. beverages
domestic eggs,chicken
shopping bags,cake bar,yogurt,yogurt
turkey,newspapers
fruit/vegetable juice,pork
white wine,sausage,hygiene articles
long life bakery product,frankfurter
flour,pip fruit,other vegetables
yogurt,pastry,waffles
domestic eggs,yogurt
whole milk,yogurt
bottled water,organic sausage
other vegetables,whole milk
grapes,decalcifier
beef,hair spray
white wine,packaged fruit/vegetables
whole milk,bottled water
shopping bags,tropical fruit
cream cheese,canned beer
coffee,whole milk,mustard
tropical fruit,shopping bags
shopping bags,shopping bags,cream cheese
bottled water,fruit/vegetable juice
newspapers,whole milk,white bread
shopping bags,grapes,rolls/buns
fruit/vegetable juice,soft cheese
shopping bags,root vegetables,whole milk,grapes
frankfurter,bottled beer,hygiene articles
canned beer,berries
yogurt,yogurt
cream cheese,yogurt,bottled beer,bottled beer
domestic eggs,newspapers,whole milk,yogurt
frozen vegetables,chicken
yogurt,citrus fruit
frozen meals,whole milk,whole milk,shopping bags
mustard,shopping bags,shopping bags
yogurt,whole milk
instant coffee,root vegetables,root vegetables
grapes,candy,soda,long life bakery product,berries,sausage,frozen meals,dessert
canned beer,pastry
citrus fruit,pot plants,pot plants
soda,pastry
bottled water,light bulbs,other vegetables
domestic eggs,chocolate,oil,fruit/vegetable juice,frozen vegetables,rolls/buns
sausage,other vegetables
pastry,pip fruit
other vegetables,canned beer
red/blush wine,frankfurter,other vegetables
red/blush wine,other vegetables
dishes,other vegetables
berries,shopping bags,pastry
whole milk,candy
whole milk,whipped/sour cream
citrus fruit,yogurt
other vegetables,oil
yogurt,pork
nut snack,bottled beer
newspapers,hamburger meat
tea,beverages
onions,other vegetables
shopping bags,rolls/buns
chicken,roll products
other vegetables,turkey
bottled beer,pip fruit
rice,shopping bags
canned beer,tropical fruit
whipped/sour cream,frozen fish
root vegetables,whipped/sour cream,citrus fruit,other vegetables
beef,baking powder
whole milk,meat,yogurt,yogurt,yogurt
whole milk,cream cheese
dishes,newspapers
yogurt,grapes
tropical fruit,flour
yogurt,margarine
pip fruit,chocolate
other vegetables,whipped/sour cream
sausage,whole milk
rolls/buns,long life bakery product,tropical fruit,bottled beer,skin care,other vegetables,domestic eggs
sweet spreads,newspapers
pip fruit,cake bar
napkins,sliced cheese
whole milk,soda,whipped/sour cream,newspapers
misc. beverages,soda
packaged fruit/vegetables,frankfurter
chicken,canned beer
whole milk,long life bakery product
pastry,fruit/vegetable juice
onions,canned fruit,specialty chocolate
margarine,rolls/buns
chocolate,pastry,flour
jam,soda,pip fruit
whole milk,UHT-milk,citrus fruit
pork,whipped/sour cream
pork,beverages,chewing gum,misc. beverages
whipped/sour cream,frankfurter,bottled beer,margarine
pip fruit,chicken
bottled water,pork
bottled beer,butter
bottled beer,candy,grapes
brown bread,frankfurter,beef,other vegetables
newspapers,misc. beverages
pastry,whipped/sour cream
whole milk,sugar
sausage,processed cheese
tropical fruit,sugar
hygiene articles,shopping bags
bottled water,rolls/buns
yogurt,sausage
citrus fruit,liquor
tropical fruit,bottled beer,canned beer
rolls/buns,soft cheese
citrus fruit,other vegetables
flower (seeds),seasonal products
salt,soda
beverages,bathroom cleaner
tropical fruit,root vegetables,rolls/buns
rolls/buns,yogurt
coffee,root vegetables,soda
ice cream,other vegetables,whole milk
soda,tropical fruit
specialty chocolate,organic sausage
other vegetables,salty snack,shopping bags
chewing gum,other vegetables
sparkling wine,other vegetables,rolls/buns,frozen meals
root vegetables,coffee
sugar,canned beer,rum
whole milk,tropical fruit
soda,whipped/sour cream
citrus fruit,waffles
hard cheese,hamburger meat
newspapers,white wine
other vegetables,canned beer
whole milk,curd,curd,salty snack,photo/film,canned beer,hygiene articles
chocolate,bottled water
whole milk,fruit/vegetable juice
dishes,brown bread
ham,whole milk,sliced cheese,baking powder
soda,red/blush wine,yogurt,meat
whole milk,rolls/buns
yogurt,other vegetables
sausage,yogurt,soda,berries
beef,frozen fish
whole milk,pip fruit
butter,whole milk
beef,root vegetables
roll products,toilet cleaner
frankfurter,UHT-milk
soda,Instant food products
rolls/buns,shopping bags
long life bakery product,other vegetables
bottled water,root vegetables
white bread,salty snack
canned beer,candles
soda,whipped/sour cream,whole milk
beverages,sausage
rolls/buns,napkins,newspapers
whole milk,root vegetables,bottled beer,frozen meals
canned beer,root vegetables,soda
pip fruit,bottled water,whipped/sour cream,onions,frozen fish,meat,root vegetables,semi-finished bread
cream cheese,ham,oil,candy,other vegetables
ice cream,yogurt
candy,whole milk,whipped/sour cream
frozen vegetables,flour
newspapers,rolls/buns,other vegetables
bottled beer,whole milk
condensed milk,whole milk
fruit/vegetable juice,liver loaf
tropical fruit,specialty cheese
cat food,specialty cheese,bottled beer,meat,newspapers
chicken,whole milk,coffee,whole milk
canned beer,sausage
red/blush wine,soda
chocolate,specialty bar,shopping bags
yogurt,pastry
tropical fruit,root vegetables,citrus fruit,soda
frozen vegetables,long life bakery product,newspapers
whole milk,root vegetables,pastry,curd cheese
domestic eggs,pastry
dessert,liquor,waffles
whole milk,yogurt
soda,red/blush wine
onions,shopping bags,domestic eggs
dishes,female sanitary products
whole milk,sausage
ice cream,bottled beer
other vegetables,canned fish
tidbits,rolls/buns
cleaner,shopping bags
instant coffee,domestic eggs
rolls/buns,pip fruit
misc. beverages,tropical fruit
dessert,shopping bags
pastry,sausage
soda,soda,cereals
other vegetables,coffee
bottled water,canned beer
soda,soda
beverages,soups,white bread,rolls/buns
Instant food products,soda
chocolate,yogurt
canned beer,whipped/sour cream
ice cream,pot plants,domestic eggs,rolls/buns
white bread,whole milk
